2.188635321153063362e+00,1.889526011346217560e+00,2.567393795695514513e-01,8.226004283989931665e-01
3.540522121983087911e-01,-1.408540528874912233e-02,2.053945709844545497e+00,-2.900014235423577613e+00
1.481757535542254534e+00,2.825409080213769353e-01,1.624512158361012037e+00,-1.757847685337715404e+00
4.860274253595699978e-01,2.183007148707778455e+00,1.710303720880440359e+00,-4.531813222093660776e-01
1.786435814113801257e+00,-1.591920897438939164e+00,1.173950281832993436e+00,-2.211475095663256063e+00
-1.988407991230201510e+00,1.468307620040393946e+00,8.803265582955820401e-01,-2.042235280211774473e+00
-1.109132419986780027e+00,-1.292261918102414642e+00,-3.498906399143263402e-01,6.641616371582755862e-01
-1.109339955773411601e+00,5.283818822677397442e-01,-3.411824815434983393e-01,2.346648425091149015e+00
5.147222428621762713e-01,1.529626730599396911e+00,-7.352897480941270603e-01,2.878538864620699300e+00
3.005795284358557584e+00,-6.340805519531059753e-01,1.676798292096799203e+00,-6.340900291683504442e-01
-1.271888820863697589e+00,-1.812294876302021907e-01,1.748064653747218422e+00,-2.935682974182185490e-01
-1.417480395518766478e+00,1.796186429667404383e+00,-2.685893633904977928e+00,3.184218465016603328e-01
2.905140327740467043e+00,5.418317255895905848e-01,-1.788992899746997045e+00,2.028767155004512213e-01
6.804474952600199078e-01,-1.899010429405123102e+00,8.278241467521256503e-02,-5.116116382161498555e-01
-1.236746689311634562e+00,1.395584205975798353e+00,1.601860428785988999e+00,2.275375745262303795e+00
-1.281036823990194806e+00,-1.100727273754893654e+00,-9.204518443557733187e-01,-1.607755298808390299e+00
1.291427603702740345e+00,7.257135654303131789e-01,-1.072479381716240354e+00,1.508192793915851704e+00
-5.056646102841528823e-01,2.541875048534917303e-01,7.863135135510174178e-01,1.127341460349445379e+00
-1.521769919124990045e+00,2.199188654571476054e+00,2.696234874587200361e-02,-7.599919556130171339e-01
-1.589782763938326182e+00,4.001038972309693409e-01,1.351277616175170726e+00,-2.846386522471440195e-01
-8.367380872368835876e-01,1.720178406371219992e+00,-2.810219130650226105e-01,-1.394672542022998174e+00
4.190646412771832918e-01,-2.248982208655144976e+00,1.888704644675976541e+00,-8.853013802480131922e-01
