5.546643718272468160e-01,-1.320098858636682193e+00,-3.128725235601598875e+00,-2.041149485206152914e+00
8.561620784804778728e-01,-3.041900964898700543e+00,2.292649210119476061e-02,2.463726938586175752e+00
3.754737131791543003e+00,2.720487286990251330e-01,-1.311650199837218533e+00,2.526191238882412371e+00
3.852967498000028357e-01,-3.883069937837272612e+00,-1.229727183013901826e+00,-5.561473958225370273e-01
-9.316777390151803617e-01,1.880333748524368520e+00,3.598425291310871632e-01,-2.120378113615926541e+00
2.418260384285095377e+00,-1.642732700219353470e+00,1.263674757947527150e+00,-6.959418430779932274e-01
6.174951252327877116e-01,4.693339298909200430e+00,1.267627512243136634e+00,4.712652075824950715e-01
4.849678780652659782e-01,-1.026712155678193739e+00,6.906266001751329431e-03,3.557039117059789479e+00
5.822089317305259026e-01,-5.269708725872060961e-01,-1.850242164726957572e+00,-4.154614804465848188e+00
-2.398723723601094981e+00,2.791827885380401497e+00,2.720182741319122854e+00,9.333885751773892681e-01
-3.173412230522541400e+00,7.833677690244100766e-01,-1.957729754244122544e+00,1.880098590289157601e+00
-1.925078354492188781e+00,1.666328659279321389e+00,-3.052513644263908255e+00,3.684918957094627245e+00
-4.798690010047436671e-01,-1.980194381709974527e+00,-3.018819434373448463e+00,-4.645651261560674317e-01
-5.948593608083414530e-01,-1.603826129813577861e+00,1.120691959764764878e+00,-3.354661801606944938e+00
-1.874888843878843359e+00,-4.055429942227811724e-01,6.837516673871029127e-01,2.508169969406800703e+00
1.097142392410480838e+00,7.321859142589606795e-02,-2.256037568351668465e+00,-2.010650705688603324e-02
-1.752573472159934642e+00,-1.152038033210891488e+00,-1.186727111393677925e+00,-2.524199550899484112e+00
-1.700920302785353888e+00,-2.104273239948841745e-01,2.171338503838632583e+00,4.605317458349989401e+00
8.214583284907323035e-01,4.274852585936821381e-01,5.986594006407313096e-01,-4.193152385193959497e-01
-3.477188269239814278e-01,-8.828977124694683543e-01,-3.906040985994092551e+00,-8.576778618938744048e-01
-3.535697676147110169e+00,-3.811380151477170131e+00,-1.400079356902519168e+00,-1.352865787711320600e+00
-4.692080098619376138e-01,6.386867873033913456e-01,-2.265799722284226991e+00,3.778974972119760078e+00
-2.658713225636927469e+00,3.393109295114153379e-01,-2.733708760633031254e+00,-4.991719733780854540e+00
-2.722167643516286706e+00,2.759039088092853365e-01,-1.098843079406074619e+00,4.204022507304994605e+00
-1.460767019516528986e+00,-2.951788920054807086e+00,3.512860454633130569e+00,1.717004119348544133e+00
1.153397238000312575e+00,3.886804732602367363e+00,-2.969739436182437853e+00,-4.023284011796459114e-01
