,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,result
0,0.7323761636762998,0.7143700043228195,0.624689483317895,0.6560309024271845,0.6399017633921081,0.5595698301002368,0.5263855333669751,0.5134438481166045,0.44898717786556464,0.08973536153782148,0.08518263897579134,0.07252590860902623,0.09396819631021783,0.08919628327599859,0.07593892953880288,0.0881918991524953,0.08370810112201704,0.07126155713635293,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
1,0.7262860584538215,0.7071256592904979,0.6171912552661696,0.6505756494804973,0.63341259232844,0.5528532416046666,0.5220083520156551,0.5082370724009783,0.44359792713885765,0.08344540227340974,0.07921963888580802,0.06746066151620916,0.08771331485649952,0.08326693791886028,0.07090350404357117,0.08266819860192637,0.0784717466672797,0.06681545560376802,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
2,0.7899846267923729,0.7773526618297425,0.6858940798072867,0.7076340729287637,0.6963189048705003,0.6143942613953202,0.5677908426708539,0.558711787474751,0.49297715974299,0.09804957518117695,0.0961012287104062,0.08470656475085482,0.10098093559680166,0.09892290621088971,0.08714684256166529,0.09323863600381944,0.0912875404278959,0.0803741657446203,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
3,0.758339881509779,0.7428111231475312,0.6523844975615398,0.679288078295884,0.6653780879559158,0.5843778264388805,0.5450466069215294,0.5338855203673097,0.4688925974672455,0.09106207509780599,0.08822420119914828,0.07675371689848988,0.09477388067760197,0.09181675877382822,0.07987505844291293,0.08839191731906494,0.08562955144891626,0.07448778644347102,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
4,0.8056179140328207,0.795237713553926,0.7041738705468569,0.7216376957184141,0.7123395609274603,0.6307685075953364,0.5790270579526763,0.5715664282427865,0.5061155138778157,0.09752963274371189,0.096028336530536,0.08511610591648364,0.10077298038510357,0.09921073702550176,0.08792390186341714,0.09332233490240975,0.09186293346265947,0.08139782711452934,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
5,0.6581242092178862,0.6371092126809316,0.5528896759977169,0.5895192119786332,0.5706948866845954,0.4952546670371559,0.4730179381479597,0.4579136915743369,0.3973820304749633,0.0865855031559136,0.08307030075213176,0.07146528380783865,0.09204555344095382,0.08829340487013103,0.07594593850152631,0.08771677490624494,0.08412452052483373,0.07234618521865074,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
6,0.6622267603152635,0.641317970461359,0.55674250650287,0.593194099873887,0.5744649099345771,0.4987058660228079,0.4759665916605447,0.46093867971423313,0.4001512006651119,0.085074339214636,0.08058141561129946,0.06842828052192605,0.09106765161685623,0.08624940777163169,0.07323354331049049,0.08741281703563039,0.08277780895064249,0.07027683937094148,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
7,0.6721164515844026,0.6506820237562845,0.5646600375695526,0.6020528577223837,0.58285282401224,0.5057980480302041,0.48307467446243363,0.4676689672803699,0.4058418198034588,0.08568607706593337,0.08249699070628437,0.07125779764267386,0.09034400937937924,0.0869563485793846,0.07508827640966587,0.08540073649174182,0.08217185000802094,0.07093425299162663,0.008805435796329367,0.010974157961334698,0.012251269989818965,0.010974157961334698,0.013677022437722938,0.015268678939352229,0.012251269989818965,0.015268678939352229,0.017045563653533963,cube
8,0.6643673896561839,0.6434560693532493,0.55867400736729,0.5951115830852971,0.5763801264791514,0.5004360209868416,0.4775051402551704,0.4624754095825969,0.4015394409754093,0.08521120831020246,0.08130853475720703,0.06957629513832578,0.09096070648117861,0.08679105946807684,0.07426429915100183,0.08706675248914937,0.08306946653821935,0.07107432477800008,0.008932591848732284,0.011088441369329917,0.012343276573477667,0.011131316036192487,0.013818270613089413,0.01538239415218556,0.012425260665802055,0.015425055667278104,0.017171458468473226,cube
9,0.833078680617563,0.822933483632359,0.729032365485122,0.7462358631321383,0.7371482343102289,0.6530356725798864,0.5987641151949771,0.5914723910905739,0.5239822233172605,0.10016802706652496,0.09667993148263866,0.08370621290807856,0.10317921931598628,0.09957639188969569,0.0862053164816631,0.09524157074921609,0.09190589432721544,0.07955603560367082,0.008895920790857256,0.011055372468301716,0.012316565034890158,0.011076524334933996,0.013768901037100056,0.015342547728457152,0.012355005663498928,0.015361786549478822,0.017120420545814995,cube
